2024-11-26 14:01:18,297 - ERROR - This is a test log entry
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:52:52,282 - ERROR - Random status code generated: 400
2024-11-29 11:52:57,325 - ERROR - Hello, World!
2024-11-29 11:52:57,327 - ERROR - Hello, World!
2024-11-29 11:52:57,328 - ERROR - Hello, World!
2024-11-29 11:52:57,329 - ERROR - Hello, World!
2024-11-29 11:52:57,331 - ERROR - Hello, World!
2024-11-29 11:52:57,332 - ERROR - Hello, World!
2024-11-29 11:52:57,334 - ERROR - Hello, World!
2024-11-29 11:52:57,335 - ERROR - Hello, World!
2024-11-29 11:52:57,336 - ERROR - Hello, World!
2024-11-29 11:52:57,338 - ERROR - Hello, World!
2024-11-29 11:53:08,434 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:08,436 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:10,439 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:10,496 - ERROR - Random status code generated: 500
2024-11-29 11:53:10,505 - ERROR - Random status code generated: 500
2024-11-29 11:53:15,536 - ERROR - Hello, World!
2024-11-29 11:53:15,537 - ERROR - Hello, World!
2024-11-29 11:53:15,538 - ERROR - Hello, World!
2024-11-29 11:53:15,539 - ERROR - Hello, World!
2024-11-29 11:53:15,540 - ERROR - Hello, World!
2024-11-29 11:53:15,542 - ERROR - Hello, World!
2024-11-29 11:53:15,543 - ERROR - Hello, World!
2024-11-29 11:53:15,544 - ERROR - Hello, World!
2024-11-29 11:53:15,545 - ERROR - Hello, World!
2024-11-29 11:53:15,546 - ERROR - Hello, World!
2024-11-29 11:53:25,668 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:29,674 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:31,680 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:31,697 - ERROR - Random status code generated: 400
2024-11-29 11:53:31,699 - ERROR - Random status code generated: 500
2024-11-29 11:53:31,719 - ERROR - Random status code generated: 400
2024-11-29 11:53:31,725 - ERROR - Random status code generated: 400
2024-11-29 11:53:36,747 - ERROR - Hello, World!
2024-11-29 11:53:36,749 - ERROR - Hello, World!
2024-11-29 11:53:36,751 - ERROR - Hello, World!
2024-11-29 11:53:36,755 - ERROR - Hello, World!
2024-11-29 11:53:36,759 - ERROR - Hello, World!
2024-11-29 11:53:36,761 - ERROR - Hello, World!
2024-11-29 11:53:36,765 - ERROR - Hello, World!
2024-11-29 11:53:36,768 - ERROR - Hello, World!
2024-11-29 11:53:36,771 - ERROR - Hello, World!
2024-11-29 11:53:36,774 - ERROR - Hello, World!
2024-11-29 11:53:47,861 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:48,863 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:52,869 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:53:52,902 - ERROR - Random status code generated: 500
2024-11-29 11:53:52,905 - ERROR - Random status code generated: 400
2024-11-29 11:53:57,923 - ERROR - Hello, World!
2024-11-29 11:53:57,924 - ERROR - Hello, World!
2024-11-29 11:53:57,926 - ERROR - Hello, World!
2024-11-29 11:53:57,927 - ERROR - Hello, World!
2024-11-29 11:53:57,929 - ERROR - Hello, World!
2024-11-29 11:53:57,931 - ERROR - Hello, World!
2024-11-29 11:53:57,932 - ERROR - Hello, World!
2024-11-29 11:53:57,934 - ERROR - Hello, World!
2024-11-29 11:53:57,935 - ERROR - Hello, World!
2024-11-29 11:53:57,937 - ERROR - Hello, World!
2024-11-29 11:54:13,025 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:18,037 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:21,047 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:26,120 - ERROR - Hello, World!
2024-11-29 11:54:26,125 - ERROR - Hello, World!
2024-11-29 11:54:26,127 - ERROR - Hello, World!
2024-11-29 11:54:26,128 - ERROR - Hello, World!
2024-11-29 11:54:26,129 - ERROR - Hello, World!
2024-11-29 11:54:26,131 - ERROR - Hello, World!
2024-11-29 11:54:26,132 - ERROR - Hello, World!
2024-11-29 11:54:26,133 - ERROR - Hello, World!
2024-11-29 11:54:26,134 - ERROR - Hello, World!
2024-11-29 11:54:26,136 - ERROR - Hello, World!
2024-11-29 11:54:37,245 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:41,253 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:42,261 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:42,278 - ERROR - Random status code generated: 400
2024-11-29 11:54:42,280 - ERROR - Random status code generated: 400
2024-11-29 11:54:42,281 - ERROR - Random status code generated: 500
2024-11-29 11:54:42,286 - ERROR - Random status code generated: 500
2024-11-29 11:54:47,302 - ERROR - Hello, World!
2024-11-29 11:54:47,304 - ERROR - Hello, World!
2024-11-29 11:54:47,305 - ERROR - Hello, World!
2024-11-29 11:54:47,306 - ERROR - Hello, World!
2024-11-29 11:54:47,307 - ERROR - Hello, World!
2024-11-29 11:54:47,309 - ERROR - Hello, World!
2024-11-29 11:54:47,311 - ERROR - Hello, World!
2024-11-29 11:54:47,312 - ERROR - Hello, World!
2024-11-29 11:54:47,313 - ERROR - Hello, World!
2024-11-29 11:54:47,315 - ERROR - Hello, World!
2024-11-29 11:54:59,452 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:54:59,459 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:01,466 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:01,498 - ERROR - Random status code generated: 500
2024-11-29 11:55:01,507 - ERROR - Random status code generated: 500
2024-11-29 11:55:01,509 - ERROR - Random status code generated: 400
2024-11-29 11:55:01,510 - ERROR - Random status code generated: 400
2024-11-29 11:55:01,512 - ERROR - Random status code generated: 500
2024-11-29 11:55:01,514 - ERROR - Random status code generated: 400
2024-11-29 11:55:06,536 - ERROR - Hello, World!
2024-11-29 11:55:06,538 - ERROR - Hello, World!
2024-11-29 11:55:06,539 - ERROR - Hello, World!
2024-11-29 11:55:06,541 - ERROR - Hello, World!
2024-11-29 11:55:06,542 - ERROR - Hello, World!
2024-11-29 11:55:06,544 - ERROR - Hello, World!
2024-11-29 11:55:06,545 - ERROR - Hello, World!
2024-11-29 11:55:06,546 - ERROR - Hello, World!
2024-11-29 11:55:06,547 - ERROR - Hello, World!
2024-11-29 11:55:06,549 - ERROR - Hello, World!
2024-11-29 11:55:19,640 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:20,646 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:22,654 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:22,669 - ERROR - Random status code generated: 500
2024-11-29 11:55:22,674 - ERROR - Random status code generated: 500
2024-11-29 11:55:22,685 - ERROR - Random status code generated: 400
2024-11-29 11:55:27,712 - ERROR - Hello, World!
2024-11-29 11:55:27,718 - ERROR - Hello, World!
2024-11-29 11:55:27,723 - ERROR - Hello, World!
2024-11-29 11:55:27,729 - ERROR - Hello, World!
2024-11-29 11:55:27,734 - ERROR - Hello, World!
2024-11-29 11:55:27,741 - ERROR - Hello, World!
2024-11-29 11:55:27,752 - ERROR - Hello, World!
2024-11-29 11:55:27,756 - ERROR - Hello, World!
2024-11-29 11:55:27,759 - ERROR - Hello, World!
2024-11-29 11:55:27,761 - ERROR - Hello, World!
2024-11-29 11:55:40,848 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:44,854 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:49,864 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:55:49,910 - ERROR - Random status code generated: 400
2024-11-29 11:55:49,912 - ERROR - Random status code generated: 500
2024-11-29 11:55:54,941 - ERROR - Hello, World!
2024-11-29 11:55:54,946 - ERROR - Hello, World!
2024-11-29 11:55:54,948 - ERROR - Hello, World!
2024-11-29 11:55:54,949 - ERROR - Hello, World!
2024-11-29 11:55:54,950 - ERROR - Hello, World!
2024-11-29 11:55:54,951 - ERROR - Hello, World!
2024-11-29 11:55:54,953 - ERROR - Hello, World!
2024-11-29 11:55:54,954 - ERROR - Hello, World!
2024-11-29 11:55:54,955 - ERROR - Hello, World!
2024-11-29 11:55:54,956 - ERROR - Hello, World!
2024-11-29 11:56:08,042 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:56:12,053 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:56:14,057 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:56:14,074 - ERROR - Random status code generated: 500
2024-11-29 11:56:14,076 - ERROR - Random status code generated: 400
2024-11-29 11:56:14,080 - ERROR - Random status code generated: 400
2024-11-29 11:56:19,099 - ERROR - Hello, World!
2024-11-29 11:56:19,101 - ERROR - Hello, World!
2024-11-29 11:56:19,102 - ERROR - Hello, World!
2024-11-29 11:56:19,104 - ERROR - Hello, World!
2024-11-29 11:56:19,105 - ERROR - Hello, World!
2024-11-29 11:56:19,106 - ERROR - Hello, World!
2024-11-29 11:56:19,107 - ERROR - Hello, World!
2024-11-29 11:56:19,108 - ERROR - Hello, World!
2024-11-29 11:56:19,110 - ERROR - Hello, World!
2024-11-29 11:56:19,111 - ERROR - Hello, World!
2024-11-29 11:56:33,307 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:56:36,311 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:56:37,314 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:56:37,355 - ERROR - Random status code generated: 500
2024-11-29 11:56:37,360 - ERROR - Random status code generated: 400
2024-11-29 11:56:37,374 - ERROR - Random status code generated: 400
2024-11-29 11:56:42,392 - ERROR - Hello, World!
2024-11-29 11:56:42,394 - ERROR - Hello, World!
2024-11-29 11:56:42,396 - ERROR - Hello, World!
2024-11-29 11:56:42,397 - ERROR - Hello, World!
2024-11-29 11:56:42,398 - ERROR - Hello, World!
2024-11-29 11:56:42,399 - ERROR - Hello, World!
2024-11-29 11:56:42,401 - ERROR - Hello, World!
2024-11-29 11:56:42,402 - ERROR - Hello, World!
2024-11-29 11:56:42,403 - ERROR - Hello, World!
2024-11-29 11:56:42,404 - ERROR - Hello, World!
2024-11-29 11:56:56,483 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:01,495 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:01,497 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:01,512 - ERROR - Random status code generated: 500
2024-11-29 11:57:01,516 - ERROR - Random status code generated: 500
2024-11-29 11:57:06,548 - ERROR - Hello, World!
2024-11-29 11:57:06,554 - ERROR - Hello, World!
2024-11-29 11:57:06,559 - ERROR - Hello, World!
2024-11-29 11:57:06,564 - ERROR - Hello, World!
2024-11-29 11:57:06,570 - ERROR - Hello, World!
2024-11-29 11:57:06,575 - ERROR - Hello, World!
2024-11-29 11:57:06,579 - ERROR - Hello, World!
2024-11-29 11:57:06,582 - ERROR - Hello, World!
2024-11-29 11:57:06,584 - ERROR - Hello, World!
2024-11-29 11:57:06,585 - ERROR - Hello, World!
2024-11-29 11:57:16,690 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:16,692 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:18,696 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:18,731 - ERROR - Random status code generated: 400
2024-11-29 11:57:18,736 - ERROR - Random status code generated: 400
2024-11-29 11:57:18,741 - ERROR - Random status code generated: 400
2024-11-29 11:57:18,742 - ERROR - Random status code generated: 400
2024-11-29 11:57:23,775 - ERROR - Hello, World!
2024-11-29 11:57:23,781 - ERROR - Hello, World!
2024-11-29 11:57:23,786 - ERROR - Hello, World!
2024-11-29 11:57:23,791 - ERROR - Hello, World!
2024-11-29 11:57:23,796 - ERROR - Hello, World!
2024-11-29 11:57:23,802 - ERROR - Hello, World!
2024-11-29 11:57:23,806 - ERROR - Hello, World!
2024-11-29 11:57:23,810 - ERROR - Hello, World!
2024-11-29 11:57:23,812 - ERROR - Hello, World!
2024-11-29 11:57:23,814 - ERROR - Hello, World!
2024-11-29 11:57:37,902 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:37,909 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:39,917 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:39,936 - ERROR - Random status code generated: 400
2024-11-29 11:57:39,938 - ERROR - Random status code generated: 400
2024-11-29 11:57:39,939 - ERROR - Random status code generated: 400
2024-11-29 11:57:39,941 - ERROR - Random status code generated: 500
2024-11-29 11:57:44,958 - ERROR - Hello, World!
2024-11-29 11:57:44,960 - ERROR - Hello, World!
2024-11-29 11:57:44,961 - ERROR - Hello, World!
2024-11-29 11:57:44,962 - ERROR - Hello, World!
2024-11-29 11:57:44,963 - ERROR - Hello, World!
2024-11-29 11:57:44,964 - ERROR - Hello, World!
2024-11-29 11:57:44,966 - ERROR - Hello, World!
2024-11-29 11:57:44,967 - ERROR - Hello, World!
2024-11-29 11:57:44,968 - ERROR - Hello, World!
2024-11-29 11:57:44,969 - ERROR - Hello, World!
2024-11-29 11:57:55,054 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:57:57,057 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:00,061 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:00,089 - ERROR - Random status code generated: 400
2024-11-29 11:58:00,099 - ERROR - Random status code generated: 500
2024-11-29 11:58:00,108 - ERROR - Random status code generated: 400
2024-11-29 11:58:05,136 - ERROR - Hello, World!
2024-11-29 11:58:05,142 - ERROR - Hello, World!
2024-11-29 11:58:05,147 - ERROR - Hello, World!
2024-11-29 11:58:05,152 - ERROR - Hello, World!
2024-11-29 11:58:05,157 - ERROR - Hello, World!
2024-11-29 11:58:05,162 - ERROR - Hello, World!
2024-11-29 11:58:05,166 - ERROR - Hello, World!
2024-11-29 11:58:05,168 - ERROR - Hello, World!
2024-11-29 11:58:05,169 - ERROR - Hello, World!
2024-11-29 11:58:05,170 - ERROR - Hello, World!
2024-11-29 11:58:19,248 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:22,252 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:24,260 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:24,292 - ERROR - Random status code generated: 400
2024-11-29 11:58:24,294 - ERROR - Random status code generated: 500
2024-11-29 11:58:29,326 - ERROR - Hello, World!
2024-11-29 11:58:29,332 - ERROR - Hello, World!
2024-11-29 11:58:29,337 - ERROR - Hello, World!
2024-11-29 11:58:29,338 - ERROR - Hello, World!
2024-11-29 11:58:29,339 - ERROR - Hello, World!
2024-11-29 11:58:29,341 - ERROR - Hello, World!
2024-11-29 11:58:29,342 - ERROR - Hello, World!
2024-11-29 11:58:29,343 - ERROR - Hello, World!
2024-11-29 11:58:29,345 - ERROR - Hello, World!
2024-11-29 11:58:29,346 - ERROR - Hello, World!
2024-11-29 11:58:40,418 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:43,423 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:48,429 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:58:48,454 - ERROR - Random status code generated: 400
2024-11-29 11:58:48,458 - ERROR - Random status code generated: 500
2024-11-29 11:58:48,460 - ERROR - Random status code generated: 500
2024-11-29 11:58:48,462 - ERROR - Random status code generated: 400
2024-11-29 11:58:48,464 - ERROR - Random status code generated: 500
2024-11-29 11:58:53,495 - ERROR - Hello, World!
2024-11-29 11:58:53,502 - ERROR - Hello, World!
2024-11-29 11:58:53,508 - ERROR - Hello, World!
2024-11-29 11:58:53,513 - ERROR - Hello, World!
2024-11-29 11:58:53,517 - ERROR - Hello, World!
2024-11-29 11:58:53,520 - ERROR - Hello, World!
2024-11-29 11:58:53,522 - ERROR - Hello, World!
2024-11-29 11:58:53,524 - ERROR - Hello, World!
2024-11-29 11:58:53,526 - ERROR - Hello, World!
2024-11-29 11:58:53,527 - ERROR - Hello, World!
2024-11-29 11:59:04,603 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:08,609 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:08,616 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:08,638 - ERROR - Random status code generated: 400
2024-11-29 11:59:08,641 - ERROR - Random status code generated: 400
2024-11-29 11:59:08,642 - ERROR - Random status code generated: 500
2024-11-29 11:59:08,643 - ERROR - Random status code generated: 400
2024-11-29 11:59:13,675 - ERROR - Hello, World!
2024-11-29 11:59:13,680 - ERROR - Hello, World!
2024-11-29 11:59:13,685 - ERROR - Hello, World!
2024-11-29 11:59:13,686 - ERROR - Hello, World!
2024-11-29 11:59:13,688 - ERROR - Hello, World!
2024-11-29 11:59:13,690 - ERROR - Hello, World!
2024-11-29 11:59:13,692 - ERROR - Hello, World!
2024-11-29 11:59:13,693 - ERROR - Hello, World!
2024-11-29 11:59:13,695 - ERROR - Hello, World!
2024-11-29 11:59:13,696 - ERROR - Hello, World!
2024-11-29 11:59:27,774 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:31,785 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:36,797 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:36,827 - ERROR - Random status code generated: 400
2024-11-29 11:59:41,872 - ERROR - Hello, World!
2024-11-29 11:59:41,874 - ERROR - Hello, World!
2024-11-29 11:59:41,875 - ERROR - Hello, World!
2024-11-29 11:59:41,877 - ERROR - Hello, World!
2024-11-29 11:59:41,878 - ERROR - Hello, World!
2024-11-29 11:59:41,880 - ERROR - Hello, World!
2024-11-29 11:59:41,881 - ERROR - Hello, World!
2024-11-29 11:59:41,882 - ERROR - Hello, World!
2024-11-29 11:59:41,883 - ERROR - Hello, World!
2024-11-29 11:59:41,884 - ERROR - Hello, World!
2024-11-29 11:59:51,998 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:54,001 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:56,012 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 11:59:56,032 - ERROR - Random status code generated: 400
2024-11-29 11:59:56,033 - ERROR - Random status code generated: 500
2024-11-29 11:59:56,036 - ERROR - Random status code generated: 400
2024-11-29 12:00:01,054 - ERROR - Hello, World!
2024-11-29 12:00:01,056 - ERROR - Hello, World!
2024-11-29 12:00:01,058 - ERROR - Hello, World!
2024-11-29 12:00:01,059 - ERROR - Hello, World!
2024-11-29 12:00:01,060 - ERROR - Hello, World!
2024-11-29 12:00:01,061 - ERROR - Hello, World!
2024-11-29 12:00:01,063 - ERROR - Hello, World!
2024-11-29 12:00:01,064 - ERROR - Hello, World!
2024-11-29 12:00:01,065 - ERROR - Hello, World!
2024-11-29 12:00:01,066 - ERROR - Hello, World!
2024-11-29 12:00:15,148 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 12:00:20,154 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 12:00:23,159 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 12:00:23,180 - ERROR - Random status code generated: 400
2024-11-29 12:00:28,211 - ERROR - Hello, World!
2024-11-29 12:00:28,218 - ERROR - Hello, World!
2024-11-29 12:00:28,225 - ERROR - Hello, World!
